,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
0,4,226,226,2145.9,2142.169791302191,-14.920834791237212,-0.001738295679113322,2021-07-06 09:20:00,2021-07-06 09:20:00,0 days 00:00:00
1,-4,1345,1349,2057.5,2055.5,8.0,0.000972053462940492,2021-07-27 15:05:00,2021-07-27 15:25:00,0 days 00:20:00
