,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
177,-4,1559,1566,2054.0,2048.5607936835722,21.756825265711086,0.0026481043410067073,2021-07-30 14:10:00,2021-07-30 14:45:00,0 days 00:35:00
178,-4,1567,1567,2045.0,2039.6377384394755,21.44904624209812,0.0026221327924325077,2021-07-30 14:50:00,2021-07-30 14:50:00,0 days 00:00:00
179,-4,1568,1569,2040.5,2034.502347233836,23.99061106465615,0.002939305447764773,2021-07-30 14:55:00,2021-07-30 15:00:00,0 days 00:05:00
180,-4,1570,1572,2038.05,2031.1213163350633,27.714734659746682,0.003399663239339934,2021-07-30 15:05:00,2021-07-30 15:15:00,0 days 00:10:00
181,-4,1573,1574,2033.5,2038.3779021800317,-19.511608720126787,-0.0023987716646332036,2021-07-30 15:20:00,2021-07-30 15:25:00,0 days 00:05:00
182,4,1577,1583,2051.15,2061.7054943098633,42.221977239452826,0.005146134758483356,2021-08-02 09:25:00,2021-08-02 09:55:00,0 days 00:30:00
183,4,1584,1592,2061.0,2067.6940924944124,26.776369977649665,0.0032479827726406008,2021-08-02 10:00:00,2021-08-02 10:40:00,0 days 00:40:00
184,4,1593,1595,2067.6,2073.44848057807,23.393922312279756,0.0028286325101904986,2021-08-02 10:45:00,2021-08-02 10:55:00,0 days 00:10:00
185,4,1596,1599,2072.9,2069.226789494921,-14.692842020316675,-0.0017720152950355672,2021-08-02 11:00:00,2021-08-02 11:15:00,0 days 00:15:00
186,4,1606,1611,2064.7,2069.498461182196,19.193844728784825,0.0023240476496324547,2021-08-02 11:50:00,2021-08-02 12:15:00,0 days 00:25:00
187,4,1612,1618,2070.35,2067.860346313092,-9.958614747631145,-0.0012025279237364295,2021-08-02 12:20:00,2021-08-02 12:50:00,0 days 00:30:00
188,4,1620,1623,2068.85,2071.8786553639034,12.114621455613815,0.0014639318287470449,2021-08-02 13:00:00,2021-08-02 13:15:00,0 days 00:15:00
189,4,1624,1625,2071.3,2069.2458649585956,-8.216540165618426,-0.0009917129538958847,2021-08-02 13:20:00,2021-08-02 13:25:00,0 days 00:05:00
190,4,1630,1630,2072.75,2076.439572174329,14.758288697315948,0.0017800372328207192,2021-08-02 13:50:00,2021-08-02 13:50:00,0 days 00:00:00
191,4,1631,1631,2077.95,2074.580244471812,-13.479022112751409,-0.0016216730567086834,2021-08-02 13:55:00,2021-08-02 13:55:00,0 days 00:00:00
192,4,1632,1638,2074.1,2070.2087809758386,-15.564876096645094,-0.0018761000068276967,2021-08-02 14:00:00,2021-08-02 14:30:00,0 days 00:30:00
193,4,1643,1644,2070.3,2074.5765601846997,17.10624073879808,0.0020656717310050254,2021-08-02 14:55:00,2021-08-02 15:00:00,0 days 00:05:00
194,4,1645,1649,2073.75,2070.5667868483106,-12.73285260675766,-0.001535003328120288,2021-08-02 15:05:00,2021-08-02 15:25:00,0 days 00:20:00
195,-4,1652,1692,2070.9,2077.887719155929,-27.950876623715885,-0.0033742426751310894,2021-08-03 09:25:00,2021-08-03 12:45:00,0 days 03:20:00
196,4,1693,1700,2075.9,2081.042781028709,20.571124114836493,0.0024773741648003167,2021-08-03 12:50:00,2021-08-03 13:25:00,0 days 00:35:00
197,4,1701,1705,2078.0,2074.4539765760846,-14.184093695661431,-0.001706459780517533,2021-08-03 13:30:00,2021-08-03 13:50:00,0 days 00:20:00
198,4,1708,1709,2078.5,2074.2967474640704,-16.813010143718202,-0.0020222528438439413,2021-08-03 14:05:00,2021-08-03 14:10:00,0 days 00:05:00
199,4,1712,1719,2078.4,2084.0231165888576,22.492466355430224,0.0027055025927913423,2021-08-03 14:25:00,2021-08-03 15:00:00,0 days 00:35:00
200,4,1720,1722,2085.45,2090.626214870645,20.704859482581014,0.002482061363564325,2021-08-03 15:05:00,2021-08-03 15:15:00,0 days 00:10:00
201,4,1723,1724,2090.05,2089.7,-1.4000000000014552,-0.00016746010861001803,2021-08-03 15:20:00,2021-08-03 15:25:00,0 days 00:05:00
