Date,Equity,DrawdownPct,DrawdownDuration
2021-07-01 09:15:00,10000.0,0.0,
2021-07-01 09:20:00,10000.0,0.0,
2021-07-01 09:25:00,10000.0,0.0,
2021-07-01 09:30:00,10000.0,0.0,
2021-07-01 09:35:00,10000.0,0.0,
2021-07-01 09:40:00,10000.0,0.0,
2021-07-01 09:45:00,10000.0,0.0,
2021-07-01 09:50:00,10000.0,0.0,
2021-07-01 09:55:00,10000.0,0.0,
2021-07-01 10:00:00,10000.0,0.0,
2021-07-01 10:05:00,10000.0,0.0,
2021-07-01 10:10:00,10000.0,0.0,
2021-07-01 10:15:00,10001.2,0.0,
2021-07-01 10:20:00,10001.8,0.0,
2021-07-01 10:25:00,9998.0,0.00037993161230975847,
2021-07-01 10:30:00,10009.8,0.0,0 days 00:10:00
2021-07-01 10:35:00,10030.132944606414,0.0,
2021-07-01 10:40:00,10025.132944606414,0.0004984978791022776,
2021-07-01 10:45:00,10036.532944606413,0.0,0 days 00:10:00
2021-07-01 10:50:00,10038.932944606413,0.0,
2021-07-01 10:55:00,10034.532944606413,0.0004382935939784005,
2021-07-01 11:00:00,10025.932944606413,0.001294958345845365,
2021-07-01 11:05:00,10031.332944606414,0.0007570525714171161,
2021-07-01 11:10:00,10019.732944606414,0.0019125538646330709,
2021-07-01 11:15:00,10019.132944606414,0.0019723211729029133,
2021-07-01 11:20:00,10020.332944606414,0.0018527865563632284,
2021-07-01 11:25:00,10013.910227232545,0.0024925674383861063,
2021-07-01 11:30:00,10018.510227232546,0.0020343514083177583,
2021-07-01 11:35:00,10025.310227232545,0.00135698858126021,
2021-07-01 11:40:00,10019.310227232545,0.0019546616639580794,
2021-07-01 11:45:00,10020.310227232545,0.001855049483508453,
2021-07-01 11:50:00,10013.910227232545,0.0024925674383861063,
2021-07-01 11:55:00,10017.910227232545,0.0020941187165876007,
2021-07-01 12:00:00,10021.710227232545,0.0017155924308789317,
2021-07-01 12:05:00,10013.910227232545,0.0024925674383861063,
2021-07-01 12:10:00,10013.910227232545,0.0024925674383861063,
2021-07-01 12:15:00,10020.710227232545,0.001815204611328669,
2021-07-01 12:20:00,10024.510227232546,0.001436678325619889,
2021-07-01 12:25:00,10024.110227232546,0.001476523197799673,
2021-07-01 12:30:00,10031.510227232546,0.0007393930624723932,
2021-07-01 12:35:00,10021.710227232545,0.0017155924308789317,
