date,Open,High,Low,Close,Volume
22/09/20 20:00,10491.98,10516.67,10480,10512.77,13350947.88
22/09/20 19:00,10489.25,10495.04,10467.36,10491.97,12555648.89
22/09/20 18:00,10490.99,10506.22,10484.34,10489.25,18854808.71
22/09/20 17:00,10454.88,10492,10447.53,10491,17508587.64
22/09/20 16:00,10451.06,10490.49,10450,10455.13,21299877.05
22/09/20 15:00,10439.25,10474.34,10420,10451.07,22869753.5
22/09/20 14:00,10473.43,10506.6,10439.25,10439.25,22580307.4
22/09/20 13:00,10486.88,10520,10456.68,10473.43,27579927.5
22/09/20 12:00,10452.11,10495.17,10416,10487.47,21683091.66
22/09/20 11:00,10458.39,10503,10441.05,10452.26,20789810.07
22/09/20 10:00,10452.17,10477.18,10427.06,10458.4,20036599.85
22/09/20 9:00,10463.18,10471,10439.22,10452.03,18902231.69
22/09/20 8:00,10372.91,10479.7,10372.9,10463.18,27937947.71
22/09/20 7:00,10423.27,10442.51,10360,10372.9,30673237.3
22/09/20 6:00,10461.61,10502.79,10402.38,10423.27,26391290.89
22/09/20 5:00,10463.99,10471.71,10441.09,10461.61,11968817.8
22/09/20 4:00,10449.94,10486.32,10449.94,10463.99,12595970.62
22/09/20 3:00,10468.56,10478,10436,10449.95,9936644.728
